Request_id,Request_type,Request_description,Request_date,Request_librarian,Request_status
474,maintenance,Need to repair the damaged chair in the staff office.,2024-05-09,356226035,closed
475,room,Request to use the theater for a classic film series screening.,2024-03-01,265299792,in progress
476,other,Request to develop a summer reading challenge for kids.,2024-04-01,208001834,in progress
477,other,Request to host a community board game night in the library.,2024-04-14,256757899,done
478,books,Request to replace the worn-out copy of 'Great Expectations' by Charles Dickens.,2024-07-16,217666684,waiting
479,room,Request to use the community hall for a neighborhood watch meeting.,2024-01-31,231404294,closed
480,other,Need to plan a library orientation session for new students.,2024-01-09,288738578,done
481,room,Seeking to book the multimedia room for a film screening event.,2024-08-09,352058077,done
482,books,Need to purchase 'Introduction to Environmental Science' for the environmental studies section.,2024-10-19,316346196,done
483,room,Request to use the exhibition hall for an art display next weekend.,2024-01-12,275273902,in progress
484,other,Requesting help to develop a multilingual library catalog.,2024-02-06,211950654,closed
485,room,Seeking to reserve the board room for a board of directors meeting.,2024-10-23,227721123,closed
486,maintenance,Need to address the rodent problem in the basement.,2024-02-19,326924917,in progress
487,books,Looking to acquire 'Deep Learning' by Ian Goodfellow for the AI research group.,2024-08-29,365825033,closed
488,maintenance,Request to repair the damaged carpet in the seminar room.,2024-01-27,295603989,done
489,room,Requesting the use of the main library steps for a public demonstration.,2024-05-28,257019273,done
490,maintenance,Looking to fix the loose cabinet door in the staff kitchen.,2024-04-25,271395493,done
491,other,Request to develop a summer reading challenge for kids.,2024-01-15,376831376,closed
492,room,Looking to reserve the heritage room for a historical society meeting.,2024-06-25,272950205,closed
493,books,Requesting 'Steve Jobs' by Walter Isaacson for the business biography section.,2024-06-06,363982018,closed
494,books,Looking to acquire 'Thinking in Systems' by Donella Meadows for the systems theory section.,2024-08-05,387341787,waiting
495,books,Looking to replace 'The Odyssey' by Homer in the classical literature section.,2024-04-08,381371756,done
496,books,Request to replace the missing copy of 'The Road' by Cormac McCarthy.,2024-10-17,286218151,done
497,books,Looking to acquire 'The Elements of Style' by Strunk and White for the writing resources section.,2024-03-03,208071456,done
498,books,Requesting 'The Code Book' by Simon Singh for the cryptography section.,2024-09-23,394401277,waiting
499,room,Requesting the use of the digital media room for a photography editing workshop.,2024-04-17,330470618,done
500,room,Request to book the dance studio for a dance rehearsal in the evening.,2024-01-06,271057887,waiting
501,other,Requesting support for a library-hosted career fair.,2024-06-21,345879134,waiting
502,books,Requesting 'The Theory of Everything' by Stephen Hawking for the astrophysics section.,2024-10-18,275888410,done
503,books,Requesting 'The Design of Everyday Things' by Don Norman for the design section.,2024-05-27,371638669,waiting
504,maintenance,Need to address the pest control issue in the archive room.,2024-08-27,221873193,done
505,other,Request to create a library-hosted bookbinding workshop.,2024-04-02,239037328,closed
506,maintenance,Looking to fix the loose handrail in the stairwell.,2024-11-06,253940100,done
507,room,Request to use the youth activity room for a teen game night.,2024-06-22,360801609,in progress
508,maintenance,Requesting maintenance for the malfunctioning air purifier in the archive.,2024-04-18,387341787,in progress
509,other,Requesting help with planning a library-hosted science lecture series.,2024-03-01,289167405,done
510,maintenance,Need to address the rodent problem in the basement.,2024-10-18,366964872,in progress
511,books,"Request to add 'Thinking, Fast and Slow' by Daniel Kahneman to the cognitive sciences collection.",2024-02-27,387729908,in progress
512,room,Request to reserve the rooftop terrace for a stargazing night.,2024-07-26,206694648,in progress
513,room,Need the music practice room for a vocal training session.,2024-01-29,202316642,done
514,books,Need a new edition of 'Physics for Scientists and Engineers' by Serway and Jewett.,2024-02-12,220550354,waiting
515,room,Need a room for a mindfulness meditation group.,2024-07-05,236476230,waiting
516,room,Request to book the storytelling circle for a children's story hour.,2024-10-12,229775739,waiting
517,books,Request to replace the worn-out copy of 'Great Expectations' by Charles Dickens.,2024-05-07,302198528,closed
518,room,Request to book the dance studio for a dance rehearsal in the evening.,2024-07-08,371638669,in progress
519,maintenance,Seeking to replace the broken chairs in the community room.,2024-07-12,281471201,waiting
520,other,Need to set up a makerspace for STEM activities.,2024-08-21,316340561,waiting
521,books,Request for 'Principles' by Ray Dalio for the finance section.,2024-05-27,372004424,waiting
522,room,Need a study room for a group project discussion from 2 PM to 4 PM.,2024-06-29,253658694,done
523,books,Seeking the complete works of Shakespeare for the drama department.,2024-08-03,395486673,closed
524,books,Seeking 'The Girl with the Dragon Tattoo' by Stieg Larsson for the mystery section.,2024-11-01,287396774,waiting
525,maintenance,Looking to fix the leaky pipe in the utility closet.,2024-08-21,250544251,closed
526,other,Need to design promotional materials for upcoming events.,2024-05-20,208071456,waiting
527,room,Seeking to reserve the music studio for a podcast recording.,2024-01-13,289167405,done
528,maintenance,Seeking to replace the broken lock on the storage closet.,2024-06-01,387683428,in progress
529,books,Request to replace the damaged copy of 'Moby-Dick' by Herman Melville.,2024-01-19,200229912,done
530,room,Request to use the digital innovation lab for a coding bootcamp.,2024-03-23,205997588,in progress
531,books,Seeking 'Fahrenheit 451' by Ray Bradbury for the science fiction section.,2024-05-15,338387525,done
532,room,Looking to reserve the open space area for a hackathon.,2024-09-28,268541885,closed
533,maintenance,Looking to fix the drafty door in the conference room.,2024-01-26,301452777,in progress
534,books,Request to acquire 'The Elements of Statistical Learning' for the statistics section.,2024-05-12,221873193,in progress
535,room,Requesting the use of the music room for a band practice on Saturday.,2024-03-18,307732313,done
536,other,Need assistance with setting up a library-hosted open mic night.,2024-06-14,234523116,done
537,maintenance,Looking to fix the jammed lock on the main entrance door.,2024-02-26,287955504,closed
538,maintenance,Need to repair the damaged chair in the staff office.,2024-08-18,202809745,waiting
539,room,Request to book the storytelling circle for a children's story hour.,2024-03-28,213253230,closed
540,room,Looking to reserve the garden area for an outdoor yoga class.,2024-01-22,228280574,closed
541,maintenance,Request to repair the damaged carpet in the seminar room.,2024-10-16,319608246,closed
542,books,Seeking 'The 7 Habits of Highly Effective People' by Stephen Covey.,2024-10-11,272854340,done
543,other,Seeking to develop a library volunteer recognition program.,2024-09-07,255586604,in progress
544,room,Looking to reserve the lecture hall for a panel discussion on climate change.,2024-04-19,321425431,done
545,other,Request to host a community board game night in the library.,2024-02-09,263340143,in progress
546,maintenance,Need to repair the damaged fire escape ladder.,2024-04-29,324849645,done
547,maintenance,Request to clean the cobwebs from the ceiling in the history room.,2024-07-26,387683428,waiting
548,room,Requesting the use of the seminar hall for a local author's talk.,2024-08-23,339630600,waiting
549,books,Requesting 'The Bell Jar' by Sylvia Plath for the modern classics section.,2024-04-08,203821541,done
550,books,Requesting 'Crime and Punishment' by Fyodor Dostoevsky for the literature section.,2024-07-03,326110640,done
551,books,Request for 'The Road to Serfdom' by Friedrich Hayek for the economics section.,2024-10-26,340042613,closed
552,maintenance,Request to repair the faulty light switch in the seminar room.,2024-06-07,235274826,closed
553,books,Requesting 'The Theory of Everything' by Stephen Hawking for the astrophysics section.,2024-10-05,201885886,in progress
554,maintenance,Need to repair the damaged chair in the staff office.,2024-03-24,211269576,in progress
555,room,Requesting the use of the demonstration kitchen for a cooking class.,2024-01-02,253658694,done
556,other,Requesting support for a library podcast series.,2024-02-10,316340561,waiting
557,books,Looking to replace the missing copy of 'Wuthering Heights' by Emily Brontë.,2024-07-26,300221710,done
558,room,Seeking to reserve the outdoor pavilion for a summer reading program kickoff.,2024-06-25,251201281,in progress
559,other,Looking to establish a library advisory board.,2024-07-08,387729908,in progress
560,books,Looking for 'Sapiens: A Brief History of Humankind' by Yuval Noah Harari.,2024-10-28,202738597,done
561,maintenance,Requesting maintenance for the broken book scanner.,2024-08-25,287955504,in progress
562,other,Looking to establish a library-hosted meditation class.,2024-10-21,392214409,waiting
563,other,Looking to create a video series on library services.,2024-09-22,334240645,closed
564,other,Looking to establish a library-hosted meditation class.,2024-04-23,342406105,in progress
565,maintenance,Request to repair the damaged carpet in the seminar room.,2024-06-16,377486550,waiting
566,other,Requesting assistance with planning a local history project.,2024-02-15,287955504,done
567,room,Request to use the youth activity room for a teen game night.,2024-07-05,270164833,done
568,other,Looking to organize a wellness program for patrons.,2024-05-21,387683428,done
569,maintenance,Request to service the projector in the multimedia room.,2024-01-11,228565115,in progress
570,maintenance,Seeking to replace the stained carpet in the children's area.,2024-02-06,291563328,done
571,room,Looking to reserve the training room for a professional development workshop.,2024-07-12,224484428,done
572,books,Looking for 'The Subtle Art of Not Giving a F*ck' by Mark Manson.,2024-05-11,387341787,closed
573,books,Requesting 'The Man Who Knew Infinity' by Robert Kanigel for the biography section.,2024-05-03,322215724,closed
574,maintenance,Looking to address the mold issue in the storage closet.,2024-06-04,205161656,in progress
575,maintenance,Seeking to replace the broken glass in the main entrance door.,2024-06-15,229568209,waiting
576,books,Need additional copies of 'The Catcher in the Rye' by J.D. Salinger.,2024-05-13,316340561,closed
577,other,Request to start a library-hosted photography workshop.,2024-01-23,266085976,done
578,room,Requesting the use of the virtual reality room for a VR demo session.,2024-06-28,221873193,done
579,books,Requesting 'Crime and Punishment' by Fyodor Dostoevsky for the literature section.,2024-02-24,368864328,in progress
580,other,Request to host a community board game night in the library.,2024-11-02,319475554,done
581,books,Seeking 'The Catcher in the Rye' for the modern classics section.,2024-08-01,270268295,in progress
582,maintenance,Requesting maintenance for the malfunctioning computer terminals.,2024-07-06,306192741,in progress
583,maintenance,Need to repair the damaged microphone in the lecture hall.,2024-05-30,397139437,in progress
584,maintenance,Need to repair the damaged curtain rod in the meeting room.,2024-07-11,380683862,waiting
585,other,Looking to organize a career day event featuring local professionals.,2024-04-09,257019273,in progress
586,room,Looking to reserve the makerspace for a STEM education event.,2024-07-17,380598680,closed
587,other,Need to plan a library orientation session for new students.,2024-01-03,259978567,closed
588,other,Need help with setting up a library bookmobile service.,2024-02-28,294799614,closed
589,maintenance,Looking to fix the drafty windows in the conference hall.,2024-04-28,395868615,waiting
590,books,Seeking 'The Art of Computer Programming' by Donald Knuth for the algorithms section.,2024-04-03,346312267,closed
591,maintenance,Need to repair the damaged curtain rod in the meeting room.,2024-06-24,358242451,closed
592,room,Need the computer lab for a workshop on web development next Tuesday.,2024-09-02,272561044,in progress
593,books,Looking to acquire 'The Four Agreements' by Don Miguel Ruiz.,2024-09-03,246512818,in progress
594,room,Request to book the pop-up space for a temporary exhibit.,2024-04-30,329554125,done
595,other,Seeking to develop a library resource guide for parents.,2024-09-07,280739152,closed
596,maintenance,Requesting maintenance for the malfunctioning vending machine.,2024-07-01,308370048,waiting
597,maintenance,Looking to fix the wobbly table in the group study room.,2024-06-28,377031109,closed
598,other,Requesting help with the library's participation in the community parade.,2024-10-24,250544251,waiting
599,books,Requesting 'Steve Jobs' by Walter Isaacson for the business biography section.,2024-03-21,316346196,in progress
600,other,Seeking to develop a library resource guide for parents.,2024-07-27,261189112,done
601,books,Seeking 'The Alchemist' by Paulo Coelho for the inspirational fiction section.,2024-06-08,256757899,in progress
602,room,Request to use the green room for a video shoot.,2024-07-18,202809745,waiting
603,books,Looking to replace the missing copy of 'Catch-22' by Joseph Heller.,2024-04-29,219845013,closed
604,maintenance,Need to repair the broken window in the reading room.,2024-05-25,272834128,in progress
605,maintenance,Request to repair the roof leak in the auditorium.,2024-06-17,200660389,in progress
606,other,Requesting support for a library-hosted community theater program.,2024-07-20,213790827,in progress
607,room,Need the main study room for a silent reading period.,2024-03-29,201154135,waiting
608,books,Requesting 'The Brothers Karamazov' by Fyodor Dostoevsky for the classic literature section.,2024-06-25,229656459,closed
609,books,Request for 'Creative Writing: A Workbook with Readings' for the creative writing class.,2024-04-07,326924917,done
610,room,Need the main study room for a silent reading period.,2024-02-05,221393697,in progress
611,books,Seeking 'The Girl with the Dragon Tattoo' by Stieg Larsson for the mystery section.,2024-02-22,296485899,waiting
612,other,Requesting help with setting up a library tutoring program.,2024-07-25,226642718,done
613,room,Looking to reserve the small lecture room for a poetry reading.,2024-02-11,270268295,in progress
614,maintenance,Looking to fix the leaky pipe in the utility closet.,2024-05-23,390629145,done
615,maintenance,Requesting maintenance for the malfunctioning security cameras.,2024-08-06,276990058,done
616,maintenance,Request to clean the water stains on the walls in the basement.,2024-08-20,309373843,closed
617,books,Seeking 'The Innovator's Dilemma' by Clayton Christensen for the business section.,2024-07-20,287955504,waiting
618,other,Seeking to develop a library resource guide for job seekers.,2024-07-29,304975725,done
619,other,Need assistance with planning a literacy festival.,2024-06-05,262603137,waiting
620,other,Requesting help with setting up a library tutoring program.,2024-09-11,294120373,done
621,books,"Requesting 'Guns, Germs, and Steel' by Jared Diamond for the anthropology section.",2024-03-07,397795675,closed
622,books,Requesting a replacement for the damaged 'Introduction to Python Programming' book.,2024-05-26,307732313,waiting
623,books,Looking for 'A Brief History of Time' by Stephen Hawking for the science section.,2024-05-15,265346940,closed
624,other,Need to plan a library-hosted tech fair.,2024-06-06,328727094,waiting
625,other,Request to collaborate with local artists for a library art exhibit.,2024-09-25,269170593,in progress
626,other,Seeking to arrange a workshop on information literacy.,2024-06-21,381043645,closed
627,maintenance,Request to clean the dirt buildup on the windowsills.,2024-07-28,305539405,waiting
628,books,Request to purchase the latest edition of 'Advanced Quantum Mechanics'.,2024-01-27,309168086,done
629,books,Seeking 'The Girl with the Dragon Tattoo' by Stieg Larsson for the mystery section.,2024-06-28,266146166,waiting
630,room,Need a presentation room for a marketing strategy meeting.,2024-07-31,230250847,closed
631,books,Request for 'Medical Microbiology' for the health sciences collection.,2024-05-06,366964872,closed
632,other,Seeking to develop an online portal for accessing e-books.,2024-05-13,248515306,closed
633,maintenance,Request to clean the dust buildup in the air vents.,2024-01-28,211343306,waiting
634,maintenance,Looking to fix the loose bricks in the garden path.,2024-11-10,346312267,waiting
635,maintenance,Seeking maintenance for the HVAC system in the conference hall.,2024-11-01,340115104,closed
636,maintenance,Looking to fix the loose tiles in the entrance hallway.,2024-03-30,256256355,waiting
637,maintenance,Need to repair the damaged shelving in the reference section.,2024-06-20,383226560,waiting
638,maintenance,Request to clean the mold off the bathroom tiles.,2024-01-04,248515306,waiting
639,maintenance,Request to repair the damaged carpet in the seminar room.,2024-11-11,352080659,in progress
640,maintenance,Looking to fix the jammed window in the study carrel.,2024-02-03,318471364,done
641,maintenance,Seeking to replace the broken stapler in the copy room.,2024-08-26,263582710,waiting
642,room,Seeking to reserve the fitness room for a wellness program.,2024-06-02,334800141,waiting
643,room,Requesting the use of the craft room for an arts and crafts workshop.,2024-07-06,315209668,in progress
644,books,Seeking 'The Girl with the Dragon Tattoo' by Stieg Larsson for the mystery section.,2024-01-23,227864667,waiting
645,other,Request to collaborate with local chefs for a cooking demonstration.,2024-05-17,271057887,waiting
646,other,Request to start a monthly community newsletter.,2024-06-10,203821541,in progress
647,books,Request to replace the damaged copy of 'The Grapes of Wrath' by John Steinbeck.,2024-10-28,298610999,waiting
648,other,Looking to develop a mobile app for library services.,2024-10-27,329222087,closed
649,other,Need to design promotional materials for upcoming events.,2024-07-08,366964872,in progress
650,books,Request to add 'Educated' by Tara Westover to the memoir section.,2024-04-29,363419417,done
651,maintenance,Request to clean the stains on the ceiling in the reading room.,2024-07-08,207094053,waiting
652,other,Requesting assistance with the annual library fundraiser event.,2024-09-22,336625082,closed
653,maintenance,Looking to fix the jammed window in the study carrel.,2024-03-11,201154135,in progress
654,maintenance,Seeking to replace the broken coat rack in the entryway.,2024-04-12,230006371,in progress
655,other,Request to create a library-hosted bookbinding workshop.,2024-01-05,256625955,in progress
656,maintenance,Request to clean the water stains on the walls in the basement.,2024-08-28,366900231,waiting
657,other,Request to develop a reading buddy system for kids.,2024-10-16,301452777,done
658,books,Seeking 'The 7 Habits of Highly Effective People' by Stephen Covey.,2024-05-12,250544251,waiting
659,room,Looking to reserve the small auditorium for an indie film festival.,2024-09-07,239037328,waiting
660,maintenance,Looking to fix the water fountain in the lobby.,2024-04-07,255586604,in progress
661,maintenance,Seeking to replace the worn-out furniture in the quiet study room.,2024-01-18,388284168,done
662,maintenance,Seeking to replace the stained carpet in the children's area.,2024-04-26,202213385,waiting
663,room,Request to use the seminar room for a guest lecture on Monday morning.,2024-08-28,374362754,in progress
664,room,Seeking to reserve the fitness room for a wellness program.,2024-07-15,283230282,closed
665,maintenance,Seeking to replace the stained carpet in the children's area.,2024-01-22,349278614,closed
666,maintenance,Need to repair the damaged bulletin board in the main lobby.,2024-04-28,362917106,waiting
667,maintenance,Seeking to replace the broken stapler in the copy room.,2024-10-30,224880237,in progress
668,books,Need to purchase 'Quiet: The Power of Introverts' for the psychology section.,2024-05-25,269026035,done
669,books,Need a new edition of 'Linear Algebra and Its Applications' by Gilbert Strang.,2024-06-09,397795675,in progress
670,other,Seeking to initiate a library volunteer program.,2024-01-22,356568279,done
671,room,Requesting the use of the faculty lounge for a professional development seminar.,2024-03-24,301317277,closed
672,other,Seeking to develop a library resource guide for small business owners.,2024-01-13,290649268,closed
673,books,Looking to replace the missing copy of 'Catch-22' by Joseph Heller.,2024-01-08,282648716,waiting
674,other,Need to set up a makerspace for STEM activities.,2024-11-06,205997588,closed
675,other,Request to organize a book donation drive in the library.,2024-06-05,242484194,in progress
676,other,Seeking to develop a library resource guide for job seekers.,2024-01-25,250985413,in progress
677,maintenance,Need to repair the damaged fire escape ladder.,2024-07-25,374983211,waiting
678,maintenance,Seeking to replace the broken light fixture in the reading nook.,2024-10-02,219845013,closed
679,room,Requesting the use of the large conference hall for a corporate event.,2024-10-17,314024977,in progress
680,other,Seeking to initiate a library volunteer program.,2024-08-06,261844724,done
681,maintenance,Request to repair the cracked floor tiles in the main hallway.,2024-08-11,284950177,done
682,other,Request to organize a quarterly library clean-up day.,2024-06-15,203922083,done
683,other,Request to start a monthly community newsletter.,2024-10-02,386513287,closed
684,other,Request to develop a reading buddy system for kids.,2024-09-10,315209668,closed
685,maintenance,Request to repair the damaged carpet in the seminar room.,2024-08-27,308086545,in progress
686,books,Looking for 'Sapiens: A Brief History of Humankind' by Yuval Noah Harari.,2024-07-21,374362853,waiting
687,room,Request to book the pop-up space for a temporary exhibit.,2024-03-18,209347681,in progress
688,maintenance,Seeking to replace the broken lock on the storage closet.,2024-01-04,268541885,closed
689,maintenance,Looking to fix the squeaky door in the children's section.,2024-10-07,227721123,done
690,books,Requesting 'The Book Thief' by Markus Zusak for the historical fiction section.,2024-05-24,363189945,closed
691,books,Requesting 'The Man Who Knew Infinity' by Robert Kanigel for the biography section.,2024-08-15,250544251,waiting
692,room,Request to use the history room for a genealogy research session.,2024-09-05,215243817,in progress
693,other,Request to start a monthly community newsletter.,2024-06-10,314024977,done
694,other,Requesting help with the library's participation in the community parade.,2024-08-10,246512818,waiting
695,other,Looking to host a cultural exchange program.,2024-09-25,205505134,closed
696,room,Need a classroom for an after-school tutoring program.,2024-02-29,201226883,closed
697,maintenance,Request to replace the flickering lights in the computer lab.,2024-08-07,346059678,done
698,maintenance,Looking to fix the jammed lock on the main entrance door.,2024-02-18,297170813,done
699,other,Seeking to establish a library coding club for kids.,2024-05-14,395176308,done
700,room,Need a presentation room for a health and wellness seminar.,2024-04-15,363419417,closed
701,room,Seeking to book the multimedia room for a film screening event.,2024-10-18,397795675,done
702,room,Need a brainstorming room for a startup innovation meeting.,2024-07-08,339411357,done
703,other,Looking to host a cultural exchange program.,2024-08-05,253139539,in progress
704,other,Requesting help with setting up a library-run bookshop.,2024-07-21,215996018,closed
705,maintenance,Request to repair the faulty light switch in the seminar room.,2024-03-10,203821541,waiting
706,room,Requesting the use of the audio-visual room for a documentary screening.,2024-06-17,387683428,in progress
707,books,Request to replace the damaged copy of 'Moby-Dick' by Herman Melville.,2024-08-17,294799614,waiting
708,other,Looking to organize a library open house event.,2024-03-30,328470141,done
709,books,Need to purchase 'The Secret History' by Donna Tartt for the mystery section.,2024-05-18,256757899,done
710,books,Need to purchase 'The Kite Runner' by Khaled Hosseini for the modern fiction section.,2024-01-16,228280574,waiting
711,room,Seeking to book the interview room for a job recruitment session.,2024-03-02,274503903,done
712,maintenance,Need to repair the damaged book cart.,2024-08-10,229656459,in progress
713,other,Need to plan a library-hosted art workshop series.,2024-10-09,271057887,in progress
714,maintenance,Looking to fix the jammed lock on the main entrance door.,2024-06-11,202738597,in progress
715,maintenance,Requesting maintenance for the faulty heating system in the reading room.,2024-06-11,314052127,in progress
716,other,Looking to create a video series on library services.,2024-09-14,280326901,in progress
717,maintenance,Need to repair the damaged bulletin board in the main lobby.,2024-02-11,336757406,in progress
718,other,Need assistance with setting up a library-hosted open mic night.,2024-06-21,380845883,closed
719,other,Looking to coordinate with local schools for library tours.,2024-02-26,256757899,closed
720,books,Looking to replace the worn-out copy of 'Brave New World' by Aldous Huxley.,2024-09-02,275973766,closed
721,books,Requesting 'The Man Who Knew Infinity' by Robert Kanigel for the biography section.,2024-06-05,380598680,waiting
722,room,Requesting the use of the music room for a band practice on Saturday.,2024-05-01,306192741,closed
723,room,Requesting the use of the virtual reality room for a VR demo session.,2024-02-10,328470141,in progress
724,books,Looking to acquire 'Deep Learning' by Ian Goodfellow for the AI research group.,2024-06-30,387683428,done
725,other,Seeking to develop a library resource guide for job seekers.,2024-09-29,264368390,done
726,other,Need to conduct a survey on library services and patron satisfaction.,2024-01-23,318471364,done
727,other,Request to create a resource guide for new patrons.,2024-01-09,339630600,done
728,maintenance,Need to fix the leaking roof in the library cafe.,2024-09-30,377486550,waiting
729,room,Request to book the pop-up space for a temporary exhibit.,2024-08-28,371638669,in progress
730,books,Need to purchase 'The Secret History' by Donna Tartt for the mystery section.,2024-02-02,309168086,closed
731,other,Seeking to organize a community poetry reading night.,2024-04-15,311782056,waiting
732,maintenance,Request to replace the flickering lights in the computer lab.,2024-07-08,282902311,done
733,books,Looking for 'Sapiens: A Brief History of Humankind' by Yuval Noah Harari.,2024-07-17,261189112,in progress
734,books,Looking to acquire 'The Four Agreements' by Don Miguel Ruiz.,2024-09-03,210316964,waiting
735,other,Seeking to organize a poetry slam event in the library.,2024-03-06,370320665,in progress
736,other,Request to start a library-hosted trivia night.,2024-03-15,263834384,waiting
737,other,Looking to organize a library-hosted knitting club.,2024-04-27,202510681,closed
738,books,Seeking 'The Lean Startup' by Eric Ries for the business strategy section.,2024-06-03,275273902,closed
739,maintenance,Looking to fix the loose handrail in the stairwell.,2024-09-16,328727094,closed
740,books,"Request to add 'Thinking, Fast and Slow' by Daniel Kahneman to the cognitive sciences collection.",2024-05-28,282648716,in progress
741,room,Seeking to reserve the board room for a board of directors meeting.,2024-11-04,275888410,done
742,books,Need to purchase 'Grit: The Power of Passion and Perseverance' for the psychology section.,2024-04-30,328727094,waiting
743,other,Seeking to develop a library resource guide for parents.,2024-02-25,260056007,done
744,room,Need the seminar room for a financial literacy class.,2024-03-15,326110640,waiting
745,other,Looking to develop a library outreach program for underserved communities.,2024-10-20,343236287,closed
746,room,Requesting the use of the parent-child room for a family literacy event.,2024-06-01,397996240,done
747,room,Requesting the use of the technology hub for a robotics club meeting.,2024-03-14,244258489,in progress
748,maintenance,Need to repaint the walls in the group study area.,2024-06-08,284950177,closed
749,room,Request to use the digital innovation lab for a coding bootcamp.,2024-05-15,208071456,in progress
750,books,Request to replace the worn-out copy of 'Great Expectations' by Charles Dickens.,2024-04-04,270164833,in progress
751,other,Looking to organize a library open house event.,2024-08-14,234523116,waiting
752,room,Request to book the reading room for a book club meeting on Thursday.,2024-04-16,294120373,done
753,other,Seeking to organize a community poetry reading night.,2024-04-11,335473138,closed
754,room,Request to use the seminar room for a guest lecture on Monday morning.,2024-05-04,256256355,waiting
755,books,Need the latest release of 'Modern Physics' for the physics department.,2024-04-24,246512818,waiting
756,maintenance,Need to repair the damaged steps at the main entrance.,2024-02-27,363189945,in progress
757,other,Request to create an online archive of local history.,2024-01-27,394294102,done
758,room,Need a study room for a group project discussion from 2 PM to 4 PM.,2024-10-21,382998003,in progress
759,room,Seeking to reserve the quiet carrel for individual research.,2024-06-02,381073709,in progress
760,books,Seeking 'The Complete Guide to Self-Publishing' for the author resources section.,2024-01-04,374983211,closed
761,maintenance,Seeking to replace the worn-out doormat at the entrance.,2024-02-23,349278614,in progress
762,other,Request to host a library-sponsored writing contest.,2024-01-11,200885937,in progress
763,books,Looking to add 'Understanding Human Behavior' for the psychology section.,2024-01-29,250985413,in progress
764,books,Requesting 'Principles of Economics' for the economics department.,2024-06-19,365874072,done
765,maintenance,Request to clean the water stains on the walls in the basement.,2024-03-22,343990297,done
766,other,Requesting help with setting up a library tutoring program.,2024-06-08,308370048,done
767,books,Need additional copies of '1984' by George Orwell for the literature class.,2024-03-24,202213385,in progress
768,other,Requesting help with planning a library-hosted science lecture series.,2024-08-16,374983211,waiting
769,books,Looking to acquire 'The Structure of Scientific Revolutions' by Thomas Kuhn.,2024-10-08,365340843,closed
770,books,Looking to add 'Biochemistry: Concepts and Connections' to the biology section.,2024-05-20,219475845,waiting
771,books,Need to purchase 'Grit: The Power of Passion and Perseverance' for the psychology section.,2024-09-27,208340844,closed
772,books,Looking to replace the missing copy of 'Catch-22' by Joseph Heller.,2024-05-01,287396774,closed
773,room,Need the music practice room for a vocal training session.,2024-10-10,298319781,done
774,room,Seeking to reserve the fitness room for a wellness program.,2024-08-01,282034214,waiting
775,maintenance,Requesting maintenance for the malfunctioning air purifier in the archive.,2024-09-04,372004424,closed
776,other,Looking to create a resource center for small businesses.,2024-03-21,343291431,waiting
777,room,Looking to reserve the lecture theater for a public speaking workshop.,2024-02-13,224242560,in progress
778,other,Need to plan a library-hosted tech fair.,2024-01-18,339411357,closed
779,books,Request to acquire 'The Elements of Statistical Learning' for the statistics section.,2024-09-02,272539917,waiting
780,books,Need additional copies of 'The Catcher in the Rye' by J.D. Salinger.,2024-02-05,244414132,done
781,other,Requesting assistance with the annual library fundraiser event.,2024-01-27,266085976,waiting
782,room,Request to book the lounge area for a casual meet-and-greet event.,2024-01-01,303663751,in progress
783,room,Requesting the use of the reception area for a welcoming ceremony.,2024-07-02,213253230,waiting
784,books,Requesting 'The Book Thief' by Markus Zusak for the historical fiction section.,2024-03-09,257019273,in progress
785,books,Looking to acquire 'Thinking in Systems' by Donella Meadows for the systems theory section.,2024-06-20,276990058,in progress
786,room,Requesting the use of the audio-visual room for a documentary screening.,2024-06-25,201226883,waiting
787,maintenance,Requesting maintenance for the malfunctioning fire alarm system.,2024-10-22,340042613,done
788,room,Request to book the main lobby for a holiday decoration event.,2024-08-06,334240645,closed
789,books,Seeking 'Never Split the Difference' by Chris Voss for the negotiation section.,2024-07-19,395868615,in progress
790,other,Looking to establish a library-hosted documentary film club.,2024-02-11,329554125,in progress
791,room,Requesting the use of the top floor conference room for a strategy meeting.,2024-07-29,303663751,done
792,other,Requesting help with setting up a library tutoring program.,2024-03-16,275973766,waiting
793,maintenance,Need to repair the damaged whiteboard in the study room.,2024-05-04,211269576,waiting
794,other,Need assistance with planning a literacy festival.,2024-03-21,200229912,done
795,maintenance,Request to clean the dust buildup in the air vents.,2024-04-27,237355508,done
796,books,Need additional copies of 'The Picture of Dorian Gray' by Oscar Wilde.,2024-11-05,228565115,closed
797,room,Looking to reserve the lecture hall for a panel discussion on climate change.,2024-10-29,236476230,waiting
798,room,Looking to reserve the small lecture room for a poetry reading.,2024-02-02,268722105,done
799,room,Seeking to book the reading garden for an outdoor storytime.,2024-05-15,269246864,done
800,room,Request to use the community hall for a neighborhood watch meeting.,2024-01-22,372500454,closed
801,room,Request to book the lounge area for a casual meet-and-greet event.,2024-09-22,319475554,in progress
802,other,Need to design promotional materials for upcoming events.,2024-06-06,286218151,in progress
803,room,Looking to reserve the creative corner for a DIY crafts session.,2024-02-24,373430313,done
804,maintenance,Looking to fix the drafty door in the conference room.,2024-09-19,368864328,waiting
805,books,Requesting 'The Theory of Everything' by Stephen Hawking for the astrophysics section.,2024-07-11,293532545,waiting
806,books,Looking for 'The Subtle Art of Not Giving a F*ck' by Mark Manson.,2024-01-09,397599127,waiting
807,other,Request to collaborate with local chefs for a cooking demonstration.,2024-07-22,374362754,closed
