Book_id,Book_name,Publication_date,Category_id,Author_id,Language,Book_description
3254,Introduction to Economics,2019-05-28,5089,1079,Hindi,An overview of economic principles and concepts.
3255,International Economics,2021-09-10,5156,1079,French,This book explores the principles and theories of international economics.
3256,Introduction to History,2018-07-05,5107,1080,English,An overview of major historical events and periods.
3257,American History,2020-10-25,5066,1080,German,This book explores the history of the United States.
3258,Introduction to Chemistry,2018-09-18,5161,1081,Hindi,An overview of the basic principles and concepts in chemistry.
3259,Inorganic Chemistry,2021-02-05,5110,1081,Russian,This book explores the principles and applications of inorganic chemistry.
3260,Introduction to Business,2019-01-25,5090,1082,Japanese,An introductory text covering the fundamental principles and concepts in business.
3261,Business Strategy,2021-08-15,5031,1082,German,This book explores the principles and practices of business strategy.
3262,Introduction to Engineering,2018-07-15,5094,1083,Hindi,An introductory text covering the fundamental principles and concepts in engineering.
3263,Software Engineering,2020-09-22,5142,1083,Japanese,A detailed exploration of the principles and practices of software engineering.
3264,Introduction to Environmental Science,2019-02-12,5015,1084,French,"An introductory book on environmental science, covering ecosystems, biodiversity, and pollution."
3265,Environmental Sustainability,2021-11-18,5072,1084,French,This book explores the principles and practices of environmental sustainability.
3266,Introduction to Art History,2018-10-25,5041,1085,English,"An overview of major periods, movements, and artists in art history."
3267,Art and Society,2021-03-05,5105,1085,Hebrew,This book explores the relationship between art and society.
3268,Learning Python,2019-03-15,5159,1086,Italian,"An introductory book for learning Python programming, covering basics to advanced topics."
3269,Advanced Python Techniques,2021-07-20,5159,1086,Chinese,"This book covers advanced techniques in Python programming, including data structures and algorithms."
3270,Python for Data Science,2020-11-10,5159,1086,English,A comprehensive guide to using Python for data science applications.
3271,Java for Beginners,2018-09-25,5096,1087,English,"An introductory book on Java programming, ideal for beginners."
3272,Java Design Patterns,2020-03-30,5096,1087,Italian,This book explores common design patterns in Java and how to implement them.
3273,Java Concurrency in Practice,2021-11-22,5096,1087,Hebrew,"A detailed guide to concurrency in Java, covering threads, synchronization, and parallelism."
3274,Introduction to C++,2019-02-18,5019,1088,Italian,"An introductory guide to C++ programming, covering basic to intermediate concepts."
3275,Advanced C++ Programming,2020-10-15,5019,1088,Korean,"This book delves into advanced topics in C++ programming, including templates and STL."
3276,C++ for Game Development,2021-06-30,5019,1088,Chinese,"A comprehensive guide to using C++ in game development, covering graphics and physics engines."
3277,JavaScript Basics,2018-05-22,5160,1089,Hindi,"An introductory book on JavaScript programming, ideal for web developers."
3278,Advanced JavaScript,2020-09-12,5160,1089,Japanese,"This book covers advanced JavaScript concepts, including ES6 features and asynchronous programming."
3279,JavaScript for Web Development,2021-12-05,5160,1089,Japanese,A comprehensive guide to using JavaScript for modern web development.
3280,Introduction to Swift,2019-06-10,5055,1090,Japanese,"An introductory guide to Swift programming, ideal for iOS developers."
3281,Advanced Swift Programming,2020-11-22,5055,1090,French,This book covers advanced Swift programming techniques and best practices.
3282,Beginning Ruby,2018-07-18,5009,1091,Spanish,"An introductory book on Ruby programming, perfect for beginners."
3283,Ruby on Rails,2020-03-05,5009,1091,Hindi,A comprehensive guide to building web applications using Ruby on Rails.
3284,Advanced Ruby Programming,2021-08-25,5009,1091,Hebrew,This book covers advanced Ruby programming concepts and techniques.
3285,Introduction to PHP,2019-05-30,5146,1092,Hebrew,"An introductory guide to PHP programming, ideal for web developers."
3286,Advanced PHP Programming,2020-12-15,5146,1092,Korean,This book covers advanced PHP programming techniques and best practices.
3287,Kotlin for Android Developers,2018-11-22,5056,1093,Spanish,A comprehensive guide to using Kotlin for Android app development.
3288,Advanced Kotlin Programming,2020-08-05,5056,1093,Hindi,This book covers advanced Kotlin programming concepts and techniques.
3289,Kotlin for Server-Side Development,2021-11-10,5056,1093,Korean,"A guide to using Kotlin for server-side development, including web and API development."
3290,C# for Beginners,2018-09-30,5172,1094,German,"An introductory guide to C# programming, perfect for beginners."
3291,Advanced C# Programming,2020-04-15,5172,1094,French,This book covers advanced C# programming techniques and best practices.
3292,C# for Web Development,2021-09-25,5172,1094,French,"A guide to using C# for web development, covering ASP.NET and MVC frameworks."
3293,Go Programming Basics,2019-02-25,5054,1095,English,"An introductory guide to Go programming, covering basic to intermediate concepts."
3294,Advanced Go Programming,2020-09-12,5054,1095,Spanish,This book covers advanced Go programming techniques and best practices.
3295,Go for Web Development,2021-11-30,5054,1095,Russian,"A guide to using Go for web development, including web frameworks and RESTful APIs."
3296,Introduction to R,2018-08-15,5144,1096,Russian,"An introductory guide to R programming, ideal for data analysis and statistics."
3297,Advanced R Programming,2020-05-10,5144,1096,French,This book covers advanced R programming techniques and best practices.
3298,R for Data Science,2021-07-22,5144,1096,German,A comprehensive guide to using R for data science applications.
3299,Introduction to Scala,2019-06-25,5067,1097,Hebrew,"An introductory guide to Scala programming, covering basic to intermediate concepts."
3300,Advanced Scala Programming,2020-10-05,5067,1097,Hindi,This book covers advanced Scala programming techniques and best practices.
3301,Dart Programming for Beginners,2019-04-10,5122,1098,German,"An introductory guide to Dart programming, ideal for Flutter developers."
3302,Advanced Dart Programming,2020-11-30,5122,1098,Chinese,This book covers advanced Dart programming techniques and best practices.
3303,Dart and Flutter for Mobile Development,2021-08-25,5122,1098,Spanish,A comprehensive guide to using Dart and Flutter for mobile app development.
3304,Introduction to Rust,2019-07-20,5164,1099,German,"An introductory guide to Rust programming, covering basic to intermediate concepts."
3305,Advanced Rust Programming,2020-12-05,5164,1099,Chinese,This book covers advanced Rust programming techniques and best practices.
3306,Rust for Systems Programming,2021-09-12,5164,1099,Spanish,"A guide to using Rust for systems programming, covering performance and safety."
3307,Introduction to TypeScript,2018-10-25,5101,1100,Hindi,"An introductory guide to TypeScript programming, ideal for JavaScript developers."
3308,Advanced TypeScript Programming,2020-03-22,5101,1100,Spanish,This book covers advanced TypeScript programming techniques and best practices.
3309,TypeScript for Web Development,2021-07-30,5101,1100,German,A comprehensive guide to using TypeScript for modern web development.
3310,Perl Programming Basics,2019-01-15,5106,1101,Chinese,"An introductory guide to Perl programming, covering basic to intermediate concepts."
3311,Advanced Perl Programming,2020-10-05,5106,1101,Russian,This book covers advanced Perl programming techniques and best practices.
3312,Perl for System Administration,2021-08-22,5106,1101,German,A guide to using Perl for system administration tasks.
3313,Introduction to Shell Scripting,2018-11-10,5170,1102,Italian,"An introductory guide to shell scripting, covering basic to intermediate concepts."
3314,Advanced Shell Scripting,2020-06-22,5170,1102,German,This book covers advanced shell scripting techniques and best practices.
3315,Introduction to SQL,2019-03-12,5039,1103,Korean,"An introductory guide to SQL programming, covering basic to intermediate concepts."
3316,Advanced SQL Programming,2020-10-18,5039,1103,Korean,This book covers advanced SQL programming techniques and best practices.
3317,Introduction to HTML and CSS,2018-08-25,5017,1104,Hindi,"An introductory guide to HTML and CSS, ideal for web developers."
3318,Advanced HTML and CSS,2020-04-15,5017,1104,English,This book covers advanced HTML and CSS techniques and best practices.
3319,Responsive Web Design with HTML and CSS,2021-11-30,5017,1104,English,A comprehensive guide to creating responsive web designs using HTML and CSS.
3320,Introduction to SQL,2018-06-15,5039,1105,Russian,"An introductory guide to SQL programming, covering basic to intermediate concepts."
3321,Advanced SQL Queries,2020-09-25,5039,1105,Hindi,This book covers advanced SQL querying techniques and best practices.
3322,Introduction to Python,2019-04-20,5159,1106,Hebrew,"An introductory guide to Python programming, covering basic to intermediate concepts."
3323,Data Analysis with Python,2020-11-10,5159,1106,Korean,This book covers data analysis techniques using Python.
3324,JavaScript for Beginners,2018-08-30,5160,1107,Korean,"An introductory guide to JavaScript programming, ideal for web developers."
3325,JavaScript for Web Development,2020-05-20,5160,1107,Korean,This book covers JavaScript techniques and best practices for modern web development.
3326,Java Programming Basics,2019-03-22,5096,1108,Spanish,"An introductory guide to Java programming, ideal for beginners."
3327,Advanced Java Programming,2020-10-30,5096,1108,Spanish,This book covers advanced Java programming techniques and best practices.
3328,Java for Enterprise Development,2021-12-15,5096,1108,Italian,A comprehensive guide to using Java for enterprise-level application development.
3329,Introduction to C++,2018-11-25,5019,1109,French,"An introductory guide to C++ programming, covering basic to intermediate concepts."
3330,C++ for Game Development,2020-07-05,5019,1109,German,This book covers C++ programming techniques for game development.
3331,Python Programming Basics,2019-02-12,5159,1110,Russian,"An introductory guide to Python programming, covering basic to intermediate concepts."
3332,Python for Data Analysis,2020-10-22,5159,1110,Hebrew,This book covers data analysis techniques using Python.
3333,JavaScript Basics,2018-09-05,5160,1111,Spanish,"An introductory guide to JavaScript programming, ideal for web developers."
3334,JavaScript for Modern Web Development,2020-06-12,5160,1111,Korean,This book covers JavaScript techniques and best practices for modern web development.
3335,Java Basics,2019-04-22,5096,1112,German,"An introductory guide to Java programming, ideal for beginners."
3336,Advanced Java Programming,2020-12-20,5096,1112,Russian,This book covers advanced Java programming techniques and best practices.
3337,Introduction to Swift,2018-10-12,5055,1113,Korean,"An introductory guide to Swift programming, ideal for iOS developers."
3338,Swift for Advanced Developers,2020-07-25,5055,1113,Chinese,This book covers advanced Swift programming techniques and best practices.
3339,Swift for App Development,2021-12-05,5055,1113,Italian,A comprehensive guide to using Swift for iOS app development.
3340,Introduction to Ruby,2019-01-18,5009,1114,Japanese,"An introductory guide to Ruby programming, ideal for beginners."
3341,Ruby for Web Development,2020-09-22,5009,1114,German,This book covers Ruby programming techniques for web development using Ruby on Rails.
3342,Introduction to PHP,2018-08-30,5146,1115,Hebrew,"An introductory guide to PHP programming, ideal for web developers."
3343,Advanced PHP Programming,2020-11-25,5146,1115,Korean,This book covers advanced PHP programming techniques and best practices.
3344,Kotlin Programming Basics,2019-04-18,5056,1116,Korean,"An introductory guide to Kotlin programming, ideal for Android developers."
3345,Advanced Kotlin Programming,2020-12-15,5056,1116,Japanese,This book covers advanced Kotlin programming techniques and best practices.
3346,C# Programming Basics,2019-02-10,5172,1117,English,"An introductory guide to C# programming, covering basic to intermediate concepts."
3347,Advanced C# Programming,2020-10-20,5172,1117,Hebrew,This book covers advanced C# programming techniques and best practices.
3348,Introduction to Go,2019-03-30,5054,1118,Chinese,"An introductory guide to Go programming, covering basic to intermediate concepts."
3349,Advanced Go Programming,2020-11-12,5054,1118,Hindi,This book covers advanced Go programming techniques and best practices.
3350,R Programming Basics,2018-09-20,5144,1119,Spanish,"An introductory guide to R programming, ideal for data analysis and statistics."
3351,Advanced R Programming,2020-05-15,5144,1119,English,This book covers advanced R programming techniques and best practices.
3352,Introduction to Scala,2019-04-12,5067,1120,German,"An introductory guide to Scala programming, covering basic to intermediate concepts."
3353,Advanced Scala Programming,2020-11-05,5067,1120,Spanish,This book covers advanced Scala programming techniques and best practices.
3354,Introduction to Dart,2019-01-15,5122,1121,Italian,"An introductory guide to Dart programming, ideal for Flutter developers."
3355,Advanced Dart Programming,2020-10-25,5122,1121,English,This book covers advanced Dart programming techniques and best practices.
3356,Introduction to Rust,2019-03-05,5164,1122,Russian,"An introductory guide to Rust programming, covering basic to intermediate concepts."
3357,Advanced Rust Programming,2020-11-18,5164,1122,Chinese,This book covers advanced Rust programming techniques and best practices.
3358,Introduction to TypeScript,2018-07-22,5101,1123,English,"An introductory guide to TypeScript programming, ideal for JavaScript developers."
3359,Advanced TypeScript Programming,2020-08-12,5101,1123,Russian,This book covers advanced TypeScript programming techniques and best practices.
3360,Introduction to Perl,2019-05-30,5106,1124,English,"An introductory guide to Perl programming, covering basic to intermediate concepts."
3361,Advanced Perl Programming,2020-11-22,5106,1124,English,This book covers advanced Perl programming techniques and best practices.
3362,Introduction to Shell Scripting,2018-08-05,5170,1125,Spanish,"An introductory guide to shell scripting, covering basic to intermediate concepts."
3363,Advanced Shell Scripting,2020-10-18,5170,1125,Korean,This book covers advanced shell scripting techniques and best practices.
3364,Introduction to SQL,2019-03-20,5039,1126,Japanese,"An introductory guide to SQL programming, covering basic to intermediate concepts."
3365,Advanced SQL Programming,2020-12-10,5039,1126,English,This book covers advanced SQL programming techniques and best practices.
3366,Introduction to HTML and CSS,2018-09-10,5017,1127,Chinese,"An introductory guide to HTML and CSS, ideal for web developers."
3367,Advanced HTML and CSS,2020-08-25,5017,1127,Russian,This book covers advanced HTML and CSS techniques and best practices.
3368,Introduction to Python,2019-02-28,5159,1128,Korean,"An introductory guide to Python programming, covering basic to intermediate concepts."
3369,Python for Machine Learning,2020-12-20,5159,1128,French,This book covers Python programming techniques for machine learning applications.
3370,JavaScript Basics,2018-11-20,5160,1129,Chinese,"An introductory guide to JavaScript programming, ideal for web developers."
3371,JavaScript for Web Development,2020-05-30,5160,1129,German,This book covers JavaScript techniques and best practices for modern web development.
3372,Java Programming Basics,2019-04-18,5096,1130,Hindi,"An introductory guide to Java programming, ideal for beginners."
3373,Java for Web Development,2020-11-12,5096,1130,German,This book covers Java programming techniques for web development.
3374,Introduction to C++,2018-09-30,5019,1131,Korean,"An introductory guide to C++ programming, covering basic to intermediate concepts."
3375,C++ for Embedded Systems,2020-07-10,5019,1131,Hindi,This book covers C++ programming techniques for embedded systems.
3376,Python Programming Basics,2019-01-15,5159,1132,English,"An introductory guide to Python programming, covering basic to intermediate concepts."
3377,Advanced Python Programming,2020-09-18,5159,1132,Korean,This book covers advanced Python programming techniques and best practices.
3378,JavaScript Basics,2018-10-30,5160,1133,French,"An introductory guide to JavaScript programming, ideal for web developers."
3379,Advanced JavaScript,2020-11-20,5160,1133,Spanish,This book covers advanced JavaScript programming techniques and best practices.
3380,Java Programming Basics,2019-03-25,5096,1134,Korean,"An introductory guide to Java programming, ideal for beginners."
3381,Java for Android Development,2020-11-05,5096,1134,German,This book covers Java programming techniques for Android app development.
3382,Introduction to Swift,2018-11-18,5055,1135,Hindi,"An introductory guide to Swift programming, ideal for iOS developers."
3383,Swift for Game Development,2020-12-10,5055,1135,English,This book covers Swift programming techniques for game development.
3384,Introduction to Ruby,2019-01-30,5009,1136,Russian,"An introductory guide to Ruby programming, ideal for beginners."
3385,Ruby for Web Applications,2020-09-12,5009,1136,German,This book covers Ruby programming techniques for web applications using Ruby on Rails.
3386,Introduction to PHP,2018-10-20,5146,1137,Italian,"An introductory guide to PHP programming, ideal for web developers."
3387,PHP for Web Development,2020-11-22,5146,1137,Chinese,This book covers PHP programming techniques for web development.
3388,Introduction to Kotlin,2019-04-28,5056,1138,Russian,"An introductory guide to Kotlin programming, ideal for Android developers."
3389,Kotlin for Mobile Development,2020-11-05,5056,1138,Japanese,This book covers Kotlin programming techniques for mobile development.
3390,C# Programming Basics,2019-02-18,5172,1139,Hebrew,"An introductory guide to C# programming, covering basic to intermediate concepts."
3391,C# for Unity Development,2020-10-20,5172,1139,Chinese,This book covers C# programming techniques for Unity game development.
3392,Introduction to Go,2019-05-05,5054,1140,Italian,"An introductory guide to Go programming, covering basic to intermediate concepts."
3393,Go for Web Development,2020-12-10,5054,1140,Chinese,This book covers Go programming techniques for web development.
3394,R Programming Basics,2018-09-30,5144,1141,Japanese,"An introductory guide to R programming, ideal for data analysis and statistics."
3395,R for Statistical Analysis,2020-08-25,5144,1141,Chinese,This book covers R programming techniques for statistical analysis.
3396,Introduction to Scala,2019-04-18,5067,1142,Chinese,"An introductory guide to Scala programming, covering basic to intermediate concepts."
3397,Scala for Data Science,2020-11-30,5067,1142,Spanish,This book covers Scala programming techniques for data science applications.
3398,Introduction to Dart,2019-03-10,5122,1143,Chinese,"An introductory guide to Dart programming, ideal for Flutter developers."
3399,Dart for Web Development,2020-12-20,5122,1143,French,This book covers Dart programming techniques for web development.
3400,Introduction to Rust,2019-05-22,5164,1144,Korean,"An introductory guide to Rust programming, covering basic to intermediate concepts."
3401,Rust for WebAssembly,2020-11-25,5164,1144,Italian,This book covers Rust programming techniques for WebAssembly applications.
3402,Introduction to TypeScript,2018-08-25,5101,1145,English,"An introductory guide to TypeScript programming, ideal for JavaScript developers."
3403,TypeScript for Angular,2020-11-05,5101,1145,English,This book covers TypeScript programming techniques for Angular development.
3404,Introduction to Perl,2019-02-18,5106,1146,Hebrew,"An introductory guide to Perl programming, covering basic to intermediate concepts."
3405,Perl for Data Processing,2020-09-20,5106,1146,Hebrew,This book covers Perl programming techniques for data processing.
3406,Introduction to Shell Scripting,2018-09-18,5170,1147,French,"An introductory guide to shell scripting, covering basic to intermediate concepts."
3407,Shell Scripting for Automation,2020-08-25,5170,1147,Hebrew,This book covers shell scripting techniques for automation.
3408,Introduction to SQL,2019-04-20,5039,1148,French,"An introductory guide to SQL programming, covering basic to intermediate concepts."
3409,SQL for Data Management,2020-12-10,5039,1148,Japanese,This book covers SQL programming techniques for data management.
3410,Introduction to HTML and CSS,2018-11-30,5017,1149,French,"An introductory guide to HTML and CSS, ideal for web developers."
3411,HTML and CSS for Web Design,2020-12-20,5017,1149,German,This book covers HTML and CSS techniques for modern web design.
3412,Python for Beginners,2020-01-10,5159,1150,Spanish,"An introductory guide to Python programming, covering basic to intermediate concepts."
3413,Python for Data Analysis,2021-08-15,5159,1150,English,This book covers Python programming techniques for data analysis.
3414,Java Programming,2019-05-25,5096,1151,Italian,"An introductory guide to Java programming, ideal for beginners."
3415,Advanced Java Techniques,2020-11-30,5096,1151,Spanish,This book covers advanced Java programming techniques and best practices.
3416,C++ Basics,2018-04-18,5019,1152,Korean,"An introductory guide to C++ programming, covering basic to intermediate concepts."
3417,C++ for Advanced Users,2020-02-25,5019,1152,Korean,This book covers advanced C++ programming techniques and best practices.
3418,JavaScript Essentials,2019-03-15,5160,1153,Italian,"An introductory guide to JavaScript programming, ideal for web developers."
3419,JavaScript for Modern Web Development,2020-12-12,5160,1153,Korean,This book covers JavaScript techniques and best practices for modern web development.
3420,Swift Programming,2018-09-22,5055,1154,Hebrew,"An introductory guide to Swift programming, ideal for iOS developers."
3421,Swift for Advanced Users,2020-11-18,5055,1154,Spanish,This book covers advanced Swift programming techniques and best practices.
3422,Ruby for Beginners,2019-02-28,5009,1155,French,"An introductory guide to Ruby programming, ideal for beginners."
3423,Ruby on Rails,2021-04-25,5009,1155,Russian,A comprehensive guide to building web applications using Ruby on Rails.
3424,PHP Essentials,2018-07-18,5146,1156,Chinese,"An introductory guide to PHP programming, ideal for web developers."
3425,Advanced PHP Programming,2020-10-12,5146,1156,Hindi,This book covers advanced PHP programming techniques and best practices.
3426,Kotlin for Android,2019-04-22,5056,1157,German,A comprehensive guide to using Kotlin for Android app development.
3427,Advanced Kotlin Techniques,2021-01-30,5056,1157,Russian,This book covers advanced Kotlin programming concepts and techniques.
3428,C# Programming,2018-11-10,5172,1158,Spanish,"An introductory guide to C# programming, covering basic to intermediate concepts."
3429,C# for Web Development,2020-06-18,5172,1158,Hindi,"A guide to using C# for web development, covering ASP.NET and MVC frameworks."
3430,Go Programming,2019-03-25,5054,1159,Chinese,"An introductory guide to Go programming, covering basic to intermediate concepts."
3431,Go for Web Development,2021-05-10,5054,1159,German,"A guide to using Go for web development, including web frameworks and RESTful APIs."
3432,R Programming,2018-08-25,5144,1160,Italian,"An introductory guide to R programming, ideal for data analysis and statistics."
3433,Advanced R Programming,2020-12-05,5144,1160,Korean,This book covers advanced R programming techniques and best practices.
3434,Scala Programming,2019-05-18,5067,1161,French,"An introductory guide to Scala programming, covering basic to intermediate concepts."
3435,Advanced Scala Techniques,2021-01-22,5067,1161,Russian,This book covers advanced Scala programming techniques and best practices.
3436,Dart Programming,2019-04-30,5122,1162,Italian,"An introductory guide to Dart programming, ideal for Flutter developers."
3437,Advanced Dart Techniques,2021-07-28,5122,1162,Korean,This book covers advanced Dart programming techniques and best practices.
3438,Rust Programming,2019-02-20,5164,1163,Japanese,"An introductory guide to Rust programming, covering basic to intermediate concepts."
3439,Rust for Advanced Users,2021-06-12,5164,1163,Spanish,This book covers advanced Rust programming techniques and best practices.
3440,TypeScript Essentials,2018-11-15,5101,1164,Hindi,"An introductory guide to TypeScript programming, ideal for JavaScript developers."
3441,Advanced TypeScript Programming,2020-05-22,5101,1164,English,This book covers advanced TypeScript programming techniques and best practices.
3442,Perl Programming,2019-03-10,5106,1165,Japanese,"An introductory guide to Perl programming, covering basic to intermediate concepts."
3443,Advanced Perl Techniques,2021-08-05,5106,1165,Spanish,This book covers advanced Perl programming techniques and best practices.
3444,Shell Scripting,2018-10-20,5170,1166,Hindi,"An introductory guide to shell scripting, covering basic to intermediate concepts."
3445,Advanced Shell Scripting,2020-04-18,5170,1166,English,This book covers advanced shell scripting techniques and best practices.
3446,SQL Programming,2019-05-12,5039,1167,English,"An introductory guide to SQL programming, covering basic to intermediate concepts."
3447,Advanced SQL Queries,2020-11-30,5039,1167,French,This book covers advanced SQL querying techniques and best practices.
3448,HTML and CSS Basics,2018-07-10,5017,1168,German,"An introductory guide to HTML and CSS, ideal for web developers."
3449,Responsive Web Design,2020-09-28,5017,1168,Russian,This book covers HTML and CSS techniques for creating responsive web designs.
3450,Python for Beginners,2019-02-22,5159,1169,Spanish,"An introductory guide to Python programming, covering basic to intermediate concepts."
3451,Python for Machine Learning,2021-04-05,5159,1169,Japanese,This book covers Python programming techniques for machine learning applications.
3452,JavaScript for Beginners,2018-06-18,5160,1170,English,"An introductory guide to JavaScript programming, ideal for web developers."
3453,JavaScript for Web Development,2020-10-25,5160,1170,English,This book covers JavaScript techniques and best practices for modern web development.
3454,Java Programming Basics,2019-03-10,5096,1171,German,"An introductory guide to Java programming, ideal for beginners."
3455,Advanced Java Programming,2020-11-15,5096,1171,English,This book covers advanced Java programming techniques and best practices.
3456,C++ for Beginners,2018-09-28,5019,1172,Korean,"An introductory guide to C++ programming, covering basic to intermediate concepts."
3457,C++ for Game Development,2021-06-25,5019,1172,Korean,This book covers C++ programming techniques for game development.
3458,Python Basics,2019-01-15,5159,1173,Hindi,"An introductory guide to Python programming, covering basic to intermediate concepts."
3459,Python for Data Science,2021-07-22,5159,1173,Spanish,A comprehensive guide to using Python for data science applications.
3460,JavaScript for Beginners,2018-10-18,5160,1174,Russian,"An introductory guide to JavaScript programming, ideal for web developers."
3461,JavaScript for Advanced Users,2020-12-20,5160,1174,Hebrew,This book covers advanced JavaScript programming techniques and best practices.
3462,Java for Beginners,2019-04-22,5096,1175,Italian,"An introductory guide to Java programming, ideal for beginners."
3463,Java for Web Development,2021-01-25,5096,1175,German,This book covers Java programming techniques for web development.
3464,Swift Programming Basics,2018-11-15,5055,1176,Korean,"An introductory guide to Swift programming, ideal for iOS developers."
3465,Advanced Swift Programming,2020-06-25,5055,1176,Italian,This book covers advanced Swift programming techniques and best practices.
3466,Ruby Programming,2019-03-30,5009,1177,Spanish,"An introductory guide to Ruby programming, ideal for beginners."
3467,Ruby on Rails for Web Development,2021-04-12,5009,1177,Italian,A comprehensive guide to building web applications using Ruby on Rails.
3468,PHP Basics,2018-08-20,5146,1178,Russian,"An introductory guide to PHP programming, ideal for web developers."
3469,Advanced PHP Programming,2020-11-05,5146,1178,German,This book covers advanced PHP programming techniques and best practices.
3470,Kotlin for Beginners,2019-04-15,5056,1179,Italian,"An introductory guide to Kotlin programming, ideal for Android developers."
3471,Advanced Kotlin Programming,2021-07-20,5056,1179,Hebrew,This book covers advanced Kotlin programming techniques and best practices.
3472,C# Programming,2018-09-12,5172,1180,Spanish,"An introductory guide to C# programming, covering basic to intermediate concepts."
3473,Advanced C# Programming,2020-10-25,5172,1180,Chinese,This book covers advanced C# programming techniques and best practices.
3474,Go Programming Basics,2019-02-18,5054,1181,Korean,"An introductory guide to Go programming, covering basic to intermediate concepts."
3475,Advanced Go Programming,2021-03-28,5054,1181,Hindi,This book covers advanced Go programming techniques and best practices.
3476,R for Beginners,2018-07-30,5144,1182,Hindi,"An introductory guide to R programming, ideal for data analysis and statistics."
3477,Advanced R Programming,2020-11-05,5144,1182,Italian,This book covers advanced R programming techniques and best practices.
3478,Scala Programming Basics,2019-03-28,5067,1183,French,"An introductory guide to Scala programming, covering basic to intermediate concepts."
3479,Advanced Scala Programming,2021-07-15,5067,1183,Italian,This book covers advanced Scala programming techniques and best practices.
3480,Dart for Beginners,2019-05-25,5122,1184,Hebrew,"An introductory guide to Dart programming, ideal for Flutter developers."
3481,Advanced Dart Programming,2021-09-18,5122,1184,Korean,This book covers advanced Dart programming techniques and best practices.
3482,Rust Programming Basics,2019-01-30,5164,1185,German,"An introductory guide to Rust programming, covering basic to intermediate concepts."
3483,Advanced Rust Programming,2021-07-10,5164,1185,Chinese,This book covers advanced Rust programming techniques and best practices.
3484,TypeScript for Beginners,2018-06-25,5101,1186,English,"An introductory guide to TypeScript programming, ideal for JavaScript developers."
3485,Advanced TypeScript Programming,2020-09-22,5101,1186,German,This book covers advanced TypeScript programming techniques and best practices.
3486,Perl for Beginners,2019-02-18,5106,1187,Spanish,"An introductory guide to Perl programming, covering basic to intermediate concepts."
3487,Advanced Perl Programming,2021-04-25,5106,1187,Chinese,This book covers advanced Perl programming techniques and best practices.
3488,Shell Scripting Basics,2018-08-28,5170,1188,Hebrew,"An introductory guide to shell scripting, covering basic to intermediate concepts."
3489,Advanced Shell Scripting,2020-11-18,5170,1188,Korean,This book covers advanced shell scripting techniques and best practices.
3490,SQL for Beginners,2019-03-20,5039,1189,English,"An introductory guide to SQL programming, covering basic to intermediate concepts."
3491,Advanced SQL Programming,2021-02-10,5039,1189,Spanish,This book covers advanced SQL programming techniques and best practices.
3492,HTML and CSS Basics,2018-10-10,5017,1190,Hebrew,"An introductory guide to HTML and CSS, ideal for web developers."
3493,Advanced HTML and CSS,2020-11-25,5017,1190,Italian,This book covers advanced HTML and CSS techniques and best practices.
3494,Python for Beginners,2019-05-28,5159,1191,Hindi,"An introductory guide to Python programming, covering basic to intermediate concepts."
3495,Advanced Python Programming,2021-03-20,5159,1191,Hebrew,This book covers advanced Python programming techniques and best practices.
3496,JavaScript for Beginners,2018-08-18,5160,1192,Spanish,"An introductory guide to JavaScript programming, ideal for web developers."
3497,JavaScript for Advanced Users,2020-10-22,5160,1192,German,This book covers advanced JavaScript programming techniques and best practices.
3498,Java for Beginners,2019-01-25,5096,1193,Japanese,"An introductory guide to Java programming, ideal for beginners."
3499,Advanced Java Programming,2020-12-15,5096,1193,Spanish,This book covers advanced Java programming techniques and best practices.
3500,C++ Programming Basics,2018-07-18,5019,1194,Italian,"An introductory guide to C++ programming, covering basic to intermediate concepts."
3501,Advanced C++ Programming,2021-04-20,5019,1194,Chinese,This book covers advanced C++ programming techniques and best practices.
3502,Python Basics,2019-02-28,5159,1195,Hebrew,"An introductory guide to Python programming, covering basic to intermediate concepts."
3503,Python for Data Analysis,2021-05-30,5159,1195,French,A comprehensive guide to using Python for data analysis.
3504,JavaScript for Beginners,2018-09-22,5160,1196,Hindi,"An introductory guide to JavaScript programming, ideal for web developers."
3505,JavaScript for Modern Web Development,2020-08-25,5160,1196,French,This book covers JavaScript techniques and best practices for modern web development.
3506,Java for Beginners,2019-01-18,5096,1197,German,"An introductory guide to Java programming, ideal for beginners."
3507,Java for Enterprise Development,2021-06-25,5096,1197,French,A comprehensive guide to using Java for enterprise-level application development.
3508,Swift Programming Basics,2018-10-28,5055,1198,French,"An introductory guide to Swift programming, ideal for iOS developers."
3509,Swift for App Development,2021-05-22,5055,1198,Hindi,A comprehensive guide to using Swift for iOS app development.
3510,Ruby Programming,2019-03-20,5009,1199,Italian,"An introductory guide to Ruby programming, ideal for beginners."
3511,Ruby on Rails for Web Development,2021-07-30,5009,1199,Korean,A comprehensive guide to building web applications using Ruby on Rails.
3512,PHP Basics,2018-07-28,5146,1200,Russian,"An introductory guide to PHP programming, ideal for web developers."
3513,PHP for Web Development,2020-09-25,5146,1200,Chinese,This book covers PHP programming techniques for web development.
3514,Kotlin for Beginners,2019-04-10,5056,1201,Hebrew,"An introductory guide to Kotlin programming, ideal for Android developers."
3515,Kotlin for Advanced Users,2021-02-28,5056,1201,Hindi,This book covers advanced Kotlin programming techniques and best practices.
