Author_id,Author_academic_title,Author_first_name,Author_last_name,Author_birth_date,Nationality,Biography
1245,Dr.,James,Clark,1988-07-13,USA,Dr. James Clark is a Perl developer and lecturer at Bar-Ilan University.
1246,Prof.,Olivia,Johnson,2002-07-18,USA,Prof. Olivia Johnson is a shell scripting expert and professor at the Technion.
1247,Dr.,William,Harris,1970-07-31,Japan,Dr. William Harris is an SQL expert and lecturer at Tel Aviv University.
1248,Prof.,Patricia,Lewis,1948-11-29,Canada,Prof. Patricia Lewis is a web development expert and professor at the University of Haifa.
1249,Dr.,Jessica,Taylor,1944-12-17,Japan,Dr. Jessica Taylor is a Python developer and lecturer at Bar-Ilan University.
1250,Prof.,Brian,Wilson,2005-03-28,Korea,Prof. Brian Wilson is a JavaScript expert and professor at the Technion.
1251,Dr.,Laura,Thompson,2002-09-20,Italy,Dr. Laura Thompson is a Java developer and lecturer at the Hebrew University.
1252,Prof.,Daniel,Harris,1980-02-01,USA,Prof. Daniel Harris is a C++ developer and professor at the University of Haifa.
1253,Dr.,Megan,Wilson,2006-04-29,India,Dr. Megan Wilson is a Ruby developer and lecturer at Tel Aviv University.
1254,Prof.,Sarah,Taylor,1991-02-20,USA,Prof. Sarah Taylor is a PHP developer and professor at Bar-Ilan University.
1255,Dr.,William,Brown,1978-05-04,Israel,Dr. William Brown is a Kotlin developer and lecturer at the Technion.
1256,Prof.,Laura,Martinez,1980-08-31,UK,Prof. Laura Martinez is a C# developer and professor at Tel Aviv University.
1257,Dr.,Megan,White,1974-05-06,UK,Dr. Megan White is a Go developer and lecturer at the University of Haifa.
1258,Prof.,James,Johnson,1981-03-29,Russia,Prof. James Johnson is an R developer and professor at Bar-Ilan University.
1259,Dr.,Patricia,Brown,2006-05-23,Korea,Dr. Patricia Brown is a Scala developer and lecturer at the Technion.
1260,Prof.,Laura,Lewis,1949-04-28,Italy,Prof. Laura Lewis is a Dart developer and professor at Tel Aviv University.
1261,Dr.,Sarah,Harris,1981-02-17,Israel,Dr. Sarah Harris is a Rust developer and lecturer at the Hebrew University.
1262,Prof.,David,White,1964-02-06,Spain,Prof. David White is a TypeScript developer and professor at the University of Haifa.
1263,Dr.,Jessica,Clark,2009-07-27,Italy,Dr. Jessica Clark is a Perl developer and lecturer at Bar-Ilan University.
1264,Prof.,Michael,Lewis,1986-09-21,Israel,Prof. Michael Lewis is a shell scripting expert and professor at the Technion.
1265,Dr.,Laura,Harris,1944-08-28,Korea,Dr. Laura Harris is an SQL expert and lecturer at Tel Aviv University.
1266,Prof.,Brian,Taylor,1994-08-04,France,Prof. Brian Taylor is a web development expert and professor at the University of Haifa.
1267,Dr.,Patricia,Brown,1991-03-03,Canada,Dr. Patricia Brown is a Python developer and lecturer at Bar-Ilan University.
1268,Prof.,James,Johnson,2006-12-27,Israel,Prof. James Johnson is a JavaScript expert and professor at the Technion.
1269,Dr.,Sarah,Wilson,1944-04-18,Spain,Dr. Sarah Wilson is a Java developer and lecturer at the Hebrew University.
1270,Prof.,Laura,Harris,1950-12-29,Japan,Prof. Laura Harris is a C++ developer and professor at the University of Haifa.
1271,Dr.,William,Lewis,1991-03-01,Korea,Dr. William Lewis is a Ruby developer and lecturer at Tel Aviv University.
1272,Prof.,Megan,White,1989-12-22,France,Prof. Megan White is a PHP developer and professor at Bar-Ilan University.
1273,Dr.,Sarah,Brown,1961-06-27,India,Dr. Sarah Brown is a Kotlin developer and lecturer at the Technion.
1274,Prof.,James,Harris,1965-07-14,China,Prof. James Harris is a C# developer and professor at Tel Aviv University.
1275,Dr.,Laura,Thompson,1997-12-19,Korea,Dr. Laura Thompson is a Go developer and lecturer at the University of Haifa.
1276,Prof.,Michael,Lewis,1997-07-19,Israel,Prof. Michael Lewis is an R developer and professor at Bar-Ilan University.
1277,Dr.,Jessica,Wilson,1976-08-27,Japan,Dr. Jessica Wilson is a Scala developer and lecturer at the Technion.
1278,Prof.,David,Martinez,1998-08-31,Canada,Prof. David Martinez is a Dart developer and professor at Tel Aviv University.
1279,Dr.,Megan,Johnson,1953-03-06,Israel,Dr. Megan Johnson is a Rust developer and lecturer at the Hebrew University.
1280,Prof.,Laura,Taylor,1982-12-07,Korea,Prof. Laura Taylor is a TypeScript developer and professor at the University of Haifa.
1281,Dr.,William,Brown,1957-08-23,Japan,Dr. William Brown is a Perl developer and lecturer at Bar-Ilan University.
1282,Prof.,Jessica,Harris,1943-09-06,France,Prof. Jessica Harris is a shell scripting expert and professor at the Technion.
1283,Dr.,Megan,Taylor,2009-04-04,Germany,Dr. Megan Taylor is an SQL expert and lecturer at Tel Aviv University.
1284,Prof.,Brian,Lewis,1942-02-07,China,Prof. Brian Lewis is a web development expert and professor at the University of Haifa.
1285,Dr.,Laura,White,1975-10-12,France,Dr. Laura White is a Python developer and lecturer at Bar-Ilan University.
1286,Prof.,Sarah,Johnson,1969-01-16,Korea,Prof. Sarah Johnson is a JavaScript expert and professor at the Technion.
1287,Dr.,James,Brown,1986-07-23,China,Dr. James Brown is a Java developer and lecturer at the Hebrew University.
1288,Prof.,Patricia,Lee,1947-01-15,France,Prof. Patricia Lee is a C++ developer and professor at the University of Haifa.
1289,Dr.,Sarah,Thompson,1950-01-20,Korea,Dr. Sarah Thompson is a Ruby developer and lecturer at Tel Aviv University.
1290,Prof.,Brian,Clark,1966-11-01,Spain,Prof. Brian Clark is a PHP developer and professor at Bar-Ilan University.
1291,Dr.,Laura,Davis,1971-01-19,USA,Dr. Laura Davis is a Kotlin developer and lecturer at the Technion.
1292,Prof.,Megan,Brown,1984-11-29,Japan,Prof. Megan Brown is a C# developer and professor at Tel Aviv University.
1293,Dr.,Brian,Harris,1955-07-26,Germany,Dr. Brian Harris is a Go developer and lecturer at the University of Haifa.
1294,Prof.,James,Wilson,1973-08-26,India,Prof. James Wilson is an R developer and professor at Bar-Ilan University.
1295,Prof.,James,Wilson,1984-10-20,India,Prof. James Wilson is a Scala developer and professor at Bar-Ilan University.
1296,Dr.,Patricia,Clark,1979-05-01,Korea,Dr. Patricia Clark is a Dart developer and lecturer at the Technion.
1297,Prof.,Laura,Harris,1999-12-17,USA,Prof. Laura Harris is a Rust developer and professor at the University of Haifa.
1298,Dr.,James,White,1954-07-18,Spain,Dr. James White is a TypeScript developer and lecturer at Tel Aviv University.
1299,Prof.,Sarah,Lee,1967-11-16,Israel,Prof. Sarah Lee is a Perl developer and professor at Bar-Ilan University.
1300,Dr.,Laura,Johnson,1949-12-05,Korea,Dr. Laura Johnson is a shell scripting expert and lecturer at the Technion.
1301,Prof.,William,Brown,1963-08-01,France,Prof. William Brown is an SQL expert and professor at the University of Haifa.
1302,Dr.,Megan,Thompson,1975-05-25,Japan,Dr. Megan Thompson is a web development expert and lecturer at Bar-Ilan University.
1303,Prof.,Michael,White,1951-05-09,UK,Prof. Michael White is a Python developer and professor at the Technion.
1304,Dr.,Patricia,Harris,1993-02-19,Russia,Dr. Patricia Harris is a JavaScript expert and lecturer at Tel Aviv University.
1305,Prof.,Sarah,Lewis,1963-10-22,Spain,Prof. Sarah Lewis is a Java developer and professor at the Hebrew University.
1306,Dr.,Laura,Clark,1992-08-21,UK,Dr. Laura Clark is a C++ developer and lecturer at the University of Haifa.
1307,Prof.,Brian,Taylor,1957-10-20,Spain,Prof. Brian Taylor is a Ruby developer and professor at Bar-Ilan University.
1308,Dr.,Jessica,Martinez,1984-07-02,Korea,Dr. Jessica Martinez is a PHP developer and lecturer at the Technion.
1309,Prof.,Laura,Harris,1952-08-07,France,Prof. Laura Harris is a Kotlin developer and professor at the University of Haifa.
1310,Dr.,Megan,Wilson,2005-08-27,Russia,Dr. Megan Wilson is a C# developer and lecturer at Bar-Ilan University.
1311,Prof.,William,Johnson,1977-08-11,Canada,Prof. William Johnson is a Go developer and professor at Tel Aviv University.
1312,Dr.,Jessica,Taylor,1950-09-09,Italy,Dr. Jessica Taylor is an R developer and lecturer at the Hebrew University.
1313,Prof.,Sarah,Brown,1944-12-14,India,Prof. Sarah Brown is a Scala developer and professor at the University of Haifa.
1314,Dr.,Brian,Harris,1984-10-05,Italy,Dr. Brian Harris is a Dart developer and lecturer at the Technion.
1315,Prof.,Megan,Lewis,1978-09-03,China,Prof. Megan Lewis is a Rust developer and professor at Tel Aviv University.
1316,Dr.,Michael,Thompson,1969-02-24,Israel,Dr. Michael Thompson is a TypeScript developer and lecturer at Bar-Ilan University.
1317,Prof.,Emily,Johnson,1993-11-18,France,Prof. Emily Johnson is a Perl developer and professor at the University of Haifa.
1318,Dr.,William,White,1987-02-07,China,Dr. William White is a shell scripting expert and lecturer at Tel Aviv University.
1319,Prof.,Jessica,Harris,1953-05-15,Italy,Prof. Jessica Harris is an SQL expert and professor at Bar-Ilan University.
1320,Dr.,Sarah,Martinez,1991-05-14,France,Dr. Sarah Martinez is a web development expert and lecturer at the Technion.
1321,Prof.,William,Brown,1949-08-06,Germany,Prof. William Brown is a Python developer and professor at the University of Haifa.
1322,Dr.,Megan,Taylor,1991-05-03,India,Dr. Megan Taylor is a JavaScript expert and lecturer at Bar-Ilan University.
1323,Prof.,James,Johnson,1942-10-08,France,Prof. James Johnson is a Java developer and professor at Tel Aviv University.
1324,Dr.,Laura,Wilson,1946-10-25,Japan,Dr. Laura Wilson is a C++ developer and lecturer at the Hebrew University.
1325,Prof.,Brian,Taylor,1993-04-28,India,Prof. Brian Taylor is a Ruby developer and professor at Bar-Ilan University.
1326,Dr.,Jessica,Martinez,1969-04-21,Israel,Dr. Jessica Martinez is a PHP developer and lecturer at the Technion.
1327,Prof.,Laura,Harris,1993-11-01,USA,Prof. Laura Harris is a Kotlin developer and professor at the University of Haifa.
1328,Dr.,Megan,Wilson,1955-11-01,China,Dr. Megan Wilson is a C# developer and lecturer at Bar-Ilan University.
1329,Prof.,William,Johnson,1987-01-04,Korea,Prof. William Johnson is a Go developer and professor at Tel Aviv University.
1330,Dr.,Jessica,Taylor,1949-05-19,France,Dr. Jessica Taylor is an R developer and lecturer at the Hebrew University.
1331,Prof.,Sarah,Brown,2003-09-08,Italy,Prof. Sarah Brown is a Scala developer and professor at the University of Haifa.
1332,Dr.,Brian,Harris,1950-01-15,Japan,Dr. Brian Harris is a Dart developer and lecturer at the Technion.
1333,Prof.,Megan,Lewis,1984-08-19,Russia,Prof. Megan Lewis is a Rust developer and professor at Tel Aviv University.
1334,Dr.,Michael,Thompson,1956-05-23,UK,Dr. Michael Thompson is a TypeScript developer and lecturer at Bar-Ilan University.
1335,Prof.,Emily,Johnson,1949-02-20,Germany,Prof. Emily Johnson is a Perl developer and professor at the University of Haifa.
1336,Dr.,William,White,1967-09-15,France,Dr. William White is a shell scripting expert and lecturer at Tel Aviv University.
1337,Prof.,Jessica,Harris,1994-04-27,Spain,Prof. Jessica Harris is an SQL expert and professor at Bar-Ilan University.
1338,Dr.,Sarah,Martinez,1996-02-06,Russia,Dr. Sarah Martinez is a web development expert and lecturer at the Technion.
1339,Prof.,William,Brown,2001-09-11,UK,Prof. William Brown is a Python developer and professor at the University of Haifa.
1340,Dr.,Megan,Taylor,1941-04-13,Spain,Dr. Megan Taylor is a JavaScript expert and lecturer at Bar-Ilan University.
1341,Prof.,James,Johnson,1995-06-28,Korea,Prof. James Johnson is a Java developer and professor at Tel Aviv University.
1342,Dr.,Laura,Wilson,2004-03-07,UK,Dr. Laura Wilson is a C++ developer and lecturer at the Hebrew University.
1343,Prof.,Brian,Taylor,1950-12-27,Spain,Prof. Brian Taylor is a Ruby developer and professor at Bar-Ilan University.
1344,Dr.,Jessica,Martinez,1991-12-05,UK,Dr. Jessica Martinez is a PHP developer and lecturer at the Technion.
1345,Prof.,Laura,Harris,2002-02-10,Spain,Prof. Laura Harris is a Kotlin developer and professor at the University of Haifa.
1346,Dr.,Megan,Wilson,2005-12-07,USA,Dr. Megan Wilson is a C# developer and lecturer at Bar-Ilan University.
1347,Prof.,William,Johnson,1959-11-06,France,Prof. William Johnson is a Go developer and professor at Tel Aviv University.
1348,Dr.,Jessica,Taylor,1962-05-14,Russia,Dr. Jessica Taylor is an R developer and lecturer at the Hebrew University.
1349,Prof.,Sarah,Brown,1957-01-11,Israel,Prof. Sarah Brown is a Scala developer and professor at the University of Haifa.
1350,Dr.,Brian,Harris,1988-11-01,Germany,Dr. Brian Harris is a Dart developer and lecturer at the Technion.
1351,Prof.,Megan,Lewis,1977-07-31,Russia,Prof. Megan Lewis is a Rust developer and professor at Tel Aviv University.
1352,Dr.,Michael,Thompson,1951-04-02,Korea,Dr. Michael Thompson is a TypeScript developer and lecturer at Bar-Ilan University.
1353,Prof.,Emily,Johnson,1986-05-30,USA,Prof. Emily Johnson is a Perl developer and professor at the University of Haifa.
1354,Dr.,William,White,1993-02-22,USA,Dr. William White is a shell scripting expert and lecturer at Tel Aviv University.
1355,Prof.,Jessica,Harris,1985-07-21,France,Prof. Jessica Harris is an SQL expert and professor at Bar-Ilan University.
1356,Dr.,Sarah,Martinez,1965-10-07,UK,Dr. Sarah Martinez is a web development expert and lecturer at the Technion.
1357,Prof.,William,Brown,1978-07-08,Spain,Prof. William Brown is a Python developer and professor at the University of Haifa.
1358,Dr.,Megan,Taylor,1976-01-22,France,Dr. Megan Taylor is a JavaScript expert and lecturer at Bar-Ilan University.
1359,Prof.,James,Johnson,1952-11-13,France,Prof. James Johnson is a Java developer and professor at Tel Aviv University.
1360,Dr.,Laura,Wilson,1971-02-27,Germany,Dr. Laura Wilson is a C++ developer and lecturer at the Hebrew University.
1361,Prof.,Brian,Taylor,2006-12-02,India,Prof. Brian Taylor is a Ruby developer and professor at Bar-Ilan University.
1362,Dr.,Jessica,Martinez,1953-03-13,Korea,Dr. Jessica Martinez is a PHP developer and lecturer at the Technion.
1363,Prof.,Laura,Harris,1959-11-26,Canada,Prof. Laura Harris is a Kotlin developer and professor at the University of Haifa.
1364,Dr.,Megan,Wilson,1960-05-31,Russia,Dr. Megan Wilson is a C# developer and lecturer at Bar-Ilan University.
1365,Prof.,William,Johnson,1986-07-08,Germany,Prof. William Johnson is a Go developer and professor at Tel Aviv University.
1366,Dr.,Jessica,Taylor,1962-08-12,Germany,Dr. Jessica Taylor is an R developer and lecturer at the Hebrew University.
1367,Prof.,Sarah,Brown,1947-12-11,Spain,Prof. Sarah Brown is a Scala developer and professor at the University of Haifa.
1368,Dr.,Brian,Harris,1953-02-28,Japan,Dr. Brian Harris is a Dart developer and lecturer at the Technion.
1369,Prof.,Megan,Lewis,1979-05-15,China,Prof. Megan Lewis is a Rust developer and professor at Tel Aviv University.
1370,Dr.,Michael,Thompson,1967-01-24,Spain,Dr. Michael Thompson is a TypeScript developer and lecturer at Bar-Ilan University.
1371,Prof.,Emily,Johnson,1967-08-18,UK,Prof. Emily Johnson is a Perl developer and professor at the University of Haifa.
1372,Dr.,William,White,1994-11-01,Germany,Dr. William White is a shell scripting expert and lecturer at Tel Aviv University.
1373,Prof.,Jessica,Harris,1988-07-30,Germany,Prof. Jessica Harris is an SQL expert and professor at Bar-Ilan University.
1374,Dr.,Sarah,Martinez,2003-02-06,Russia,Dr. Sarah Martinez is a web development expert and lecturer at the Technion.
1375,Prof.,William,Brown,1992-02-21,Israel,Prof. William Brown is a Python developer and professor at the University of Haifa.
1376,Dr.,Megan,Taylor,1960-05-27,Japan,Dr. Megan Taylor is a JavaScript expert and lecturer at Bar-Ilan University.
1377,Prof.,James,Johnson,1996-11-10,France,Prof. James Johnson is a Java developer and professor at Tel Aviv University.
1378,Dr.,Laura,Wilson,1985-02-10,UK,Dr. Laura Wilson is a C++ developer and lecturer at the Hebrew University.
1379,Prof.,Brian,Taylor,1960-03-27,China,Prof. Brian Taylor is a Ruby developer and professor at Bar-Ilan University.
1380,Dr.,Jessica,Martinez,1957-05-20,Germany,Dr. Jessica Martinez is a PHP developer and lecturer at the Technion.
1381,Prof.,Laura,Harris,2010-01-23,USA,Prof. Laura Harris is a Kotlin developer and professor at the University of Haifa.
1382,Dr.,Megan,Wilson,1983-01-24,Germany,Dr. Megan Wilson is a C# developer and lecturer at Bar-Ilan University.
1383,Prof.,William,Johnson,1973-11-18,USA,Prof. William Johnson is a Go developer and professor at Tel Aviv University.
1384,Dr.,Jessica,Taylor,1968-01-17,Japan,Dr. Jessica Taylor is an R developer and lecturer at the Hebrew University.
1385,Prof.,Sarah,Brown,1967-04-18,USA,Prof. Sarah Brown is a Scala developer and professor at the University of Haifa.
1386,Dr.,Brian,Harris,1958-08-26,Japan,Dr. Brian Harris is a Dart developer and lecturer at the Technion.
1387,Prof.,Megan,Lewis,1963-01-15,UK,Prof. Megan Lewis is a Rust developer and professor at Tel Aviv University.
1388,Dr.,Michael,Thompson,1960-08-11,India,Dr. Michael Thompson is a TypeScript developer and lecturer at Bar-Ilan University.
1389,Prof.,Emily,Johnson,1974-03-04,Russia,Prof. Emily Johnson is a Perl developer and professor at the University of Haifa.
1390,Dr.,William,White,1977-02-19,Israel,Dr. William White is a shell scripting expert and lecturer at Tel Aviv University.
1391,Prof.,Jessica,Harris,1946-03-08,Japan,Prof. Jessica Harris is an SQL expert and professor at Bar-Ilan University.
1392,Dr.,Sarah,Martinez,1980-11-16,Germany,Dr. Sarah Martinez is a web development expert and lecturer at the Technion.
1393,Prof.,William,Brown,1996-11-26,Italy,Prof. William Brown is a Python developer and professor at the University of Haifa.
1394,Dr.,Megan,Taylor,2003-01-20,UK,Dr. Megan Taylor is a JavaScript expert and lecturer at Bar-Ilan University.
1395,Prof.,James,Johnson,1950-01-20,Canada,Prof. James Johnson is a Java developer and professor at Tel Aviv University.
1396,Dr.,Laura,Wilson,2007-03-09,Japan,Dr. Laura Wilson is a C++ developer and lecturer at the Hebrew University.
1397,Prof.,Brian,Taylor,1998-01-07,Japan,Prof. Brian Taylor is a Ruby developer and professor at Bar-Ilan University.
1398,Dr.,Jessica,Martinez,1947-10-14,Korea,Dr. Jessica Martinez is a PHP developer and lecturer at the Technion.
1399,Prof.,Laura,Harris,2010-06-05,Russia,Prof. Laura Harris is a Kotlin developer and professor at the University of Haifa.
1400,Dr.,Megan,Wilson,1984-02-27,UK,Dr. Megan Wilson is a C# developer and lecturer at Bar-Ilan University.
